id,type,text1,text2,text3,notes
diableavionics_blizzaia,SHIP,"The perfect complement to a few wings of Avalanches or Warlusts, the Blizzaia brings the much needed heavy firepower required to break the strongest warships in the Sector. Their low speed makes them quite vulnerable, so providing a light escort is recommended to ensure they survive long enough to deliver their full payload.

A bomber equivalent sporting a D13-4 ""Cicada"" grenade launcher and a Grave Light Auto-Cannon. Early models had teething issues regarding the grenades detonation timer, leading to several instances of friendly fire. Having un-powered and hard to track explosive devices floating around the enemy in a busy battlefield may sound like a good idea at first, but having your own fleet forced to fly through them will change that line of thinking.",,,
,,,,,
,,,,,
# ZEPHYR,,,,,
,,,,,
,,,,,
diableavionics_zephyr,SHIP,"An early 9th gen model of Wanzer that later lead to both the Valiant-class and the Raven-class Wanzers. For the former, it demonstrated the validity of the concept of multiple energy configurations via physical component reconfiguration, aka Versatile Frame Design. For the latter, it proved that larger models of Wanzers were able to stand toe to toe with frigates, survive such encounter while still being serviceable by a modified Wanzer gantry (those now being the standard on all Diable Avionics ship models with Wanzer carrying capacity). 

Despite having been designed to use traditional controls, this Wanzer also served as a test-bed for the vastly more efficient S-Type Neural Interface. Today's modernized retrofits are now using those by default and will only accept manual inputs after some minor cockpit modifications. Given the constant shortage of well trained S-type pilots, about 67% of the Zephyrs undergo the procedure immediately after exiting the production line, a fact often pointed out as a waste of resources by the administration.",,,
,,,,,
,,,,,
# VALIANT,,,,,
,,,,,
,,,,,
diableavionics_valiant,SHIP,"The (current) pinnacle of strike-craft Wanzer technology, the Valiant received its ""Versatile"" designation from the ability to reconfigure its thruster profile for maximum velocity or maneuverability. This makes them the fastest Wanzers on the battlefield, alleviating the key weakness of the other models. In addition to speed, Valiant Wanzers are also equipped with a shield, a pair of Micro-Missile launchers, a PD turret and a pair of deadly miniaturized electromagnetic rifles. This well-rounded load-out allows them to effectively engage any target. Unsurprisingly, they come with a price tag matching their impressive performance.

Although the use of transforming Wanzers remains unreliable, their performance is not to be understated. The Valiant is a 9th+ generation Wanzer, incorporating expensive miniaturized TX-5 omni-shield technology and advanced energy weapons. Additionally, this Wanzer was designed to be able to reconfigure its hull components and internal machinery to maximize energy flow to its engines when required.

Due to the multiple control modes needed to operate the Valiant, most pilots get a surgically implanted neural-link interface called the S-Type device, which maps out neuron activity patterns for control inputs. Out of ten trained pilots fitted with the S-Type device, seven will show no side effects, two will have moderate to severe memory loss when disconnected from their Wanzer, and the remainder are afflicted with multiple personality disorders, psychosis or in rare instances, brain death. Those who do not survive the procedure are posthumously awarded two ranks.

While far from being the most powerful Wanzer individually, they certainly are such when measured by weight.",,,
,,,,,
,,,,,
# RAVEN,,,,,
,,,,,
,,,,,
diableavionics_raven,SHIP,"The Type-11 Raven is the heaviest 9th generation strike-craft Wanzers in the Diable Avionics catalog, thus the heaviest currently produced period. Being a good 50% larger than 7th gen frames, it can accommodate nearly full-size ship weaponry: a Grave HMG and a compact Glowtusk make those assault Wanzers quite effective against anything but the thickest defense. A compact Grazer Core and huge plates of ablative nano-armor complete the deadly package. 

While designed as a triple-seater craft to help spread the workload, the Raven can still be maned single-handedly by a 9th gen Wanzer pilot thanks to the S-type neural interface. Even with the extra volume and mass of this design, engineers were unable to incorporate both a TX-5 class shield emiter alongside a displacement system, the latter being ultimately kept to prevent outmaneuvering by enemy fighter forces. Mass production of such an advanced craft is not practical and thus comes with an eyebrow-raising price tag.",,,
,,,,,
,,,,,
,,,,,
,,,,,
####################,,,,,
##                ##,,,,,
##    WEAPONS     ##,,,,,
##                ##,,,,,
####################,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
# BALLISTIC WEAPONS,,,,,
# BALLISTIC WEAPONS,,,,,
# BALLISTIC WEAPONS,,,,,
,,,,,
,,,,,
# IBIS,,,,,
,,,,,
,,,,,
diableavionics_ibis,WEAPON,"The Integrated Ballistic Interception System is the mainstay CIWS solution of the Diable Avionics fleet, commonly seen mounted on both ships and Wanzers. Those weapons have an excellent interception ratio against all but the toughest torpedoes thanks to their signature spray pattern.",Point Defense,,
,,,,,
diableavionics_raptor,WEAPON,"An upscaled IBIS firing twice the amount of ordnance at a longer range thanks to the elongated barrels. Usually installed as the centerpiece of the point defense grid, the Raptor prioritizes compatibility over specialization to allow even the most mundane of ships to mount this reliable defense system. Predictable, portable, and potent all describe the Raptor in equal parts. 

It is not unheard of to switch the weapon to an aggressive firing profile and grind away at the exposed internals of warships, although doing so will distract the targeting computer from missile attacks.",Point Defense,,
,,,,,
,,,,,
# RECSON,,,,,
,,,,,
,,,,,
diableavionics_recson,WEAPON,"A best-in-class kinetic gun able to rend most shields apart quickly, and can even cleave through lightly armored targets at an alarming pace. The short barrel and oversized projectile makes for a relatively inaccurate weapon, an acceptable trade-off given the excellent range it can reach for such a small contraption.

Built around a robust laser-cooled electromagnetic accelerator firing dense molybdenum-tungsten alloy rods. The special ammunition creates disruptive wave patterns when annihilated by shields, causing their integrity to lower rapidly until they ultimately fail.",Assault,,
,,,,,
diableavionics_recson2,WEAPON,"One of the most iconic designs of the Diable Avionics Navy, a devastating dual Kinetic gun that rends most shields apart quickly at long range, and can even cleave through lightly armored targets at an alarming pace.

The ""Recson V"" is a dual electromagnetic accelerator with integrated laser cooling system to flash freeze the accelerator rails after each cycle. This process is relatively inefficient but extremely fast, allowing the weapon to sustain a rapid fire-rate throughout a battle without much thermal wear. Weapon testing revealed that the special molybdenum-tungsten alloy ammunition creates disruptive wave patterns when annihilated by shields, causing their integrity to lower rapidly until they ultimately fail.",Assault,,
,,,,,
,,,,,
# ARTASSAULT,,,,,
,,,,,
,,,,,
diableavionics_artassault,WEAPON,"A quick-bursting revolver cannon that fires high explosive shells. Easily tears into frigate grade armor although the high rate of fire and short barrel limit its accuracy as well as its range.

The M66 ""Artassault"" revolver cannon is a specialized assault weapon made for hit and run tactics. With five plasma cartridges at the ready, the Artassault is nearly guaranteed to deliver a harsh message to pirates and civilians alike. To prevent wear, the gun is liquid-cooled using the recoil itself to circulate the refrigerating fluid inside a micro-tubes jacket sandwiched between the inner thin carbide barrel and the outer aluminium structural tube.",Assault,,
,,,,,
diableavionics_artdeux,WEAPON,"A twin belt-fed cannon with overwhelming fire-rate and decent range. This device offers a unique option to capitalize on any opening with supreme prejudice, if given enough margin in the flux grid capacity to properly deploy its full damage potential.

The M266 ""Artdeux"" uses the same ammunition from the M66 ""Artassault"" revolver cannon, this time assembled in belts to increase the burst size significantly. The elongated barrels give it a significantly higher range and accuracy, albeit with slightly less punch per hit due to thermal limitations. The overwhelming impact of the Artdeux doubles as a potent psychological tool: it can drive enemy captains to fight too cautiously, giving up the initiative with deadly outcomes.",Assault,,
,,,,,
,,,,,
# GRAVE,,,,,
,,,,,
,,,,,
diableavionics_graveac,WEAPON,"The Grave Light Auto-Cannon brings forth a strong anti-shield tool into a very small package. A multi-barrel brute-force approach gives it a strong alpha strike potential, although the long reload time can be a huge liability if it fails to crack the enemy's defenses.

The design shares a large number of components with its bigger brother the Grave Machine-Gun, notably the same high-end ammunition, leading to both a reasonable price tag and a simplified maintenance. Bulk orders of both weapons used to yield significant discounts before the Collapse.",Assault,,
 ,,,,,
diableavionics_gravemg,WEAPON,"A devastating high-powered machine-gun. This Electrothermal-Chemical gun firing penetrating slugs is a welcome addition to any loadout focussed on raw damage output rather than range.

The beating heart of this cannon is the unique ammunition fired: the plasma catalyzed liquid-propellant drives a high-density contact-fused ""Sabot"" type penetrator. Upon impact with a ship's shield, a secondary charge is detonated and adds its energy to the already considerable velocity of the projectile in a devastation one-two punch. Risks of ammunition cook-off are mitigated due to the reactants being inert when not submitted to an electric current.",Assault,,
,,,,,
,,,,,
# GLOWTUSK LINEAR RIFLE,,,,,
,,,,,
,,,,,
diableavionics_glowtusk,WEAPON,"The Glowtusk Linear Rifle is an old piece of technology, hence why it uses an admittedly inhumane nuclear fission fuel rod as the main method of inflicting damage. Effective against both armor and hulls, but adequately mitigated by shields.

Only a few steps away from barbarism, the Glowtusk is the result of intentional psychological warfare design. The composite uranium fuel rod is launched at speeds high enough to start nuclear fission on contact with a solid object. The low efficiency of a surface detonation leads to poor shield penetration but once the offending protection is bypassed, the explosive effect is nothing short of spectacular. 
 
While tolerated for space combat, atmospheric use of such weapons would be considered a war crime given the eon-lasting radioactive fallout they cause. Pre-Collapse trials against the Diable Avionics Corporation forced their Weapon Division to revise the composition of the fission rod to limit the half-life of the produced isotopes to less than five hundred thousand Old Earth years, an injunction that activists at the time qualified as ""nothing short of insulting and meaningless"".",Support,,
,,,,,
,,,,,
# MOSTRO CANNON ARRAY,,,,,
,,,,,
,,,,,
diableavionics_mostro,WEAPON,"A massive quad-barrel dual-linked cannon array designed to tear through starship armor at an alarming rate. The high-density plasma shells leave little room for range or efficiency, but the unrelenting fire-rate more than makes up for that.

A capital grade variant developed from the experience acquired while designing the Grave HMC and the Artassault. Utilizing sophisticated autoloaders similar to the Grave in tandem with the Plasma shell technology perfected in the Artassault ammunition, the Mostro is able to deliver around 120 heavy anti-armor rounds a minute. The explosive mass they contain is enough to break any armor in few hits, and with such a barrage of shells, hits are exceedingly hard to dodge. The slightly lackluster range could be seen as a liability, if it was not for the renowned mobility of the Diable Avionics Corporation ships.",Assault,,
,,,,,
,,,,,
# OPFER GV SUPPRESSION ARTILLERY,,,,,
,,,,,
,,,,,
diableavionics_opfergv,WEAPON,"The Opfer GV is a massive weapon system built around the core of four heavy Gatling cannons. Able to unleash utter devastation upon any and all shield systems, the Opfer has become a well known, and very much feared, sight on Diable Avionics hulls.

The sheer bulk of the weapon does little to hide the brute-force approach of the design. While there are countless instances clever engineering tricks to reduce the overall volume, the Opfer is a massive contraption with little to no concession made for ease of installation or maintenance: With half the turret consisting just ammunition feeds and cooling elements, a small bridge had to be fitted on top for a small crew to fix ammo jams or mitigate overheating issues.",Assault,,
,,,,,
,,,,,
# ENERGY WEAPONS,,,,,
# ENERGY WEAPONS,,,,,
# ENERGY WEAPONS,,,,,
,,,,,
,,,,,
# WINEE,,,,,
,,,,,
,,,,,
diableavionics_winee,WEAPON,"A private offshoot of the classic Ion Cannon modified into a quick burst firing weapon to capitalize on short opening rather than be used as a constant disabler. More efficient against larger targets given the wide spray pattern.

The Winee sadly was a failed commercial venture, as the early models had terrible reliability driving up ongoing costs. By the time all the kinks were ironed out the reputation of the device was well established and no amount of rebranding could save it, especially when competing with the reliable and cheap Ion Cannon.

The early release was the idea of a now anonymous executive that attempted to drive up their end-of-the-year results. Early sales did earn them a large bonus before the issues started to crop up. 
 
Despite heated protests that they warned their superior about those problems and that the project could never have met its imposed deadline, the entire engineering staff was fired right after they fixed all the reported failure points. A subsequent inquiry did acknowledge their version of the project's demise. The branch's board of directors asked the executive to resign, offering them a generous severance package to keep the whole ordeal under wraps. None of the workers were re-hired afterward.",Support,,
,,,,,
,,,,,
# BURCHEL,,,,,
,,,,,
,,,,,
diableavionics_burchel,WEAPON,"An oscillating meson emitter with a respectable damage potential, but sometimes falls short due to its limited number of capacitors and lack of a clear-cut doctrinal niche.

Using emerging mechanics of meson-phase contamination, the life expectancy of the stream of stable mesons is extended long enough for viable military use. Although the damage output is nothing to scoff at, the limited range relegated it to point defense roles rather than assault as initially envisioned. Still, when nothing else is available, they can reliably be used against lightly armored enemy ships.",Point Defense,,
,,,,,
diableavionics_glaux,WEAPON,"A heavy oscillating meson emitter array with a high damage potential, but somewhat held back by its limited number of capacitors.

The ""Glaux"" Lance Repeater was the culmination of many attempts of harnessing the volatile meson subatomic particle. Issues of meson stability had to be solved by enveloping each pulse of mesons within a temporary phase field to extend their half-life. Being one of the first implementations of such a weapon, it had yet to be properly miniaturized, unlike its younger sibling the ""Burchel"".

Using such immature and inefficient technology could seem unwise for a military device, but the early development goal was to create a weapon for covert operations: the kind of application where causing an unusual profile of damage was a desired feature in and of itself to prevent traceability. Of course as soon as the cat was out of the bag, that same unusual profile became an unmistakable signature, but this was expected and further refinements on the Glaux made it a serviceable alternative to other conventional burst beam weapons.",Assault,,
,,,,,
,,,,,
# STATE,,,,,
,,,,,
,,,,,
diableavionics_state,WEAPON,"An intermediate beam weapon consisting of a pair of linked positron emitters. Lower range compared to contemporary beams put packs a superior punch.

The ""State"" positron emitter system is a specialized particle beam connected to the host vessel's reactors to power the relatively inefficient matter/antimatter creation process. The choice of positrons limit range due to self repulsion, but that same property makes them much easier to manipulate into a weaponized beam.

A segment of the Diable Avionics military particularly proud of the technological achievements of their weapon division has for a long time criticized the State for being ""too mundane"". They would deliberately eschew what is in essence a bland but effective device in favor of something unusual but less potent, claiming that esoteric weapons have the added benefit of a deep psychological impact upon the enemy crews. While studies did acknowledge some veracity to these claims, it is unclear if the trade-off is strategically favorable.",Fire Support,,
,,,,,
,,,,,
# NOCTURNE,,,,,
,,,,,
,,,,,
diableavionics_nocturne,WEAPON,"The Nocturne EMP system trades the upfront flux efficiency and range of a standard Ion Beam for a vastly superior shield penetration. 

The Nocturne is often mistaken for a beam, but it does not technically emit particles of any sort. It instead projects a stream of low density nano-tubes ladden with a network of molecular EMP emitters, barely more complex than single atom coils. When the target is physically linked with the host ship, an electrical surge activates the emitters that are closest to the enemy ship and disrupt their electrical grid. This constant barrage of high velocity fragments is also highly effective at destabilizing shields.",Support,,
,,,,,
,,,,,
# LAZYHORN,,,,,
,,,,,
,,,,,
diableavionics_lazyhorn,WEAPON,"The Lazyhorn Warp Projector is the combination of gravitational manipulation mixed with warp physics to create a highly volatile point defense weapon.

For all the point defense options the Diable Avionics Corporation had at their disposal, they still struggled with massive volleys of incoming ordinance. This piece of antiquated technology could be described as a stripped-down civilians hyperspace core attached to two gravitic control matrices to utilize hyperspace energy as pseudo proximity charges. By causing space-time ""vortices"" with pinpoint gravity wells, multiple weak but viable hyperspace points are temporarily generated. These points are very much unstable and will collapse readily when matter interacts with them, a perfect outcome to use as a weapon.

The very small gradients achievable prevent the use of such weapon as a proper anti-ship weapon, but it is nonetheless perfectly suited to deal with unarmored missiles.",Point Defense,,
,,,,,
,,,,,
# SRAB,,,,,
,,,,,
,,,,,
diableavionics_srab,WEAPON,"The SRAB guided charge is a re-engineering of a mining device. While its civilian version was ill-suited to combat use, the massive amount of xenon tetroxide contained in the militarized homing impactor nows lends a credible threat to any target. 

Directly shaped in its low-temperature crystalline form, the projectile is uncommon in that the detonating compound itself is used as the structural body, without any outer skin of any kind. All electronic components are fixed on top of the explosive. Steering is achieved by local ablation of the outer layer of xenon tetroxide using a low power laser, and the detonation is initiated by a simple contact fuse. The explosion from such a device liberates large quantities of pure oxygen, usually triggering many electronic safeties in the target to prevent secondary fire. 
 
However the lack of protective skin on the projectile means that a few well-placed shots have the potential of causing an early detonation.",Support,,
,,,,,
,,,,,
# HEXAFIRE,,,,,
,,,,,
,,,,,
diableavionics_hexafire,WEAPON,"A single barrel rapid-loading energized fusion bolt projector. The weapon fires small darts of vaporized heavy elements in a grid pattern, a generation method that benefits from higher flux levels. The high velocity, high temperature, high-density projectiles have also a decent effect on armor.

The Hexafire scatter-cannon was designed merely decades before the Great Collapse, during a paradigm shift in weapon design attempted to reduce the logistical loads of auto-factories. At the time, production lines were under stress due to increasingly complex and esoteric munitions to produce. The project director had for objective to create a jack-of-all-trades close combat weapon using the easiest to produce ammunition that could still be patented and sold for profit with said weapon system.

The device's principle is simple: a disk-shaped lattice of lightweight conducting metal meshed with thin cones of heavier material is inserted into a firing chamber. The disk is then subjected to an intense current using a high power capacitor, causing the metal to brutally vaporize and expand. Through sheer mechanical force it will melt and squeeze out the heavy darts. 

The ammunition is exceedingly simple to produce since it does not require any electronic component. It is also completely inert and safe to store in the turret bustle. The accuracy is only limited by the precision of the assembly, opening the possibility to sell higher quality ordnance at a much higher price. At the highest tier, the projectile darts are made of special alloys that can be ""supercharged"" for additional damage by being directly exposed to flux from the ship's energy grid.",Assault,,
,,,,,
diableavionics_hexafire2,WEAPON,"A twin barrel rapid-loading energized fusion bolt projector. The weapon fires small darts of vaporized heavy elements in a grid pattern, a generation method that benefits from higher flux levels. The high velocity, high temperature, high-density projectiles have also a decent effect on armor.

The Hexafire scatter-cannon was designed merely decades before the Great Collapse, during a paradigm shift in weapon design attempted to reduce the logistical loads of auto-factories. At the time, production lines were under stress due to increasingly complex and esoteric munitions to produce. The project director had for objective to create a jack-of-all-trades close combat weapon using the easiest to produce ammunition that could still be patented and sold for profit with said weapon system.

The device's principle is simple: a disk-shaped lattice of lightweight conducting metal meshed with thin cones of heavier material is inserted into a firing chamber. The disk is then subjected to an intense current using a high power capacitor, causing the metal to brutally vaporize and expand. Through sheer mechanical force it will melt and squeeze out the heavy darts. 

The ammunition is exceedingly simple to produce since it does not require any electronic component. It is also completely inert and safe to store in the turret bustle. The accuracy is only limited by the precision of the assembly, opening the possibility to sell higher quality ordnance at a much higher price. At the highest tier, the projectile darts are made of special alloys that can be ""supercharged"" for additional damage by being directly exposed to flux from the ship's energy grid.",Assault,,
,,,,,
,,,,,
# UHLAN ARTILLERY,,,,,
,,,,,
,,,,,
diableavionics_uhlan,WEAPON,"A powerful heavy weapon formerly used to soften up offending stations. Improvements in targeting systems and refinements of the muzzle geometry improved the accuracy enough to make a serviceable anti-ship weapon: Difficult to install and unreliable, but quite devastating when it connects. 

This massive array of machinery is often the first and last word in long-range combat operations. Built upon a plethora of sub-systems for cooling and massive focal tunnels, the Uhlan vertically stacks three x-ray laser assemblies that feed into the ""barrel"" of the 40-meter long x-ray mirror tunnels. The weapon itself requires low yield nuclear charges to be detonated inside the breech assembly to power the laser. Snap deployment high-strength internal shields protect the machinery from the brunt of the blast. From the outside one will notice the over-sized heat-sinks and the breech itself exposed occasionally for a cooling cycle. During the firing process, crews often report gravitational as well as phasic anomalies occurring within the area of the breech, likely in relation to the high energies at play.",Assault,,
,,,,,
,,,,,
# MISSILE WEAPONS,,,,,
# MISSILE WEAPONS,,,,,
# MISSILE WEAPONS,,,,,
,,,,,
,,,,,
# BANISH,,,,,
,,,,,
,,,,,
diableavionics_banishsmall,WEAPON,"A single-use torpedo with a degeneracy warhead used to crush targets while inducing numerous side effects on contact. Potent against both hull and shields, but somewhat weaker against armor compared to conventional high yield torpedoes. The interferences caused by the warhead once armed deny any useful level of tracking thus it is remotely pre-aimed before lighting the torpedo's engine.

Degeneracy weapons are relatively rare in the Sector due to high maintenance costs while sitting inactive in storage. Indeed the warheads contain a pair of micro-pellets of degenerate matter that collapse when colliding with each other at high speed, generating a femtosecond lived black hole. However maintaining the delicate balance of energy to stabilize the quantum state of the pellets is an arduous task, not event mentioning avoiding premature impacts in a spaceship that can be exposed to enemy fire.
 
To prevent deadly accidents the warhead is heavily armored and the pellets are physically separated to prevent unwanted detonations. A beneficial side effect of this heavy shielding is a relatively high resistance to interception.",Strike,,
,,,,,
diableavionics_banish,WEAPON," A reloading launch tube firing a torpedo with a degeneracy warhead used to crush targets while inducing numerous side effects on contact. Potent against both hull and shields, but somewhat weaker against armor compared to conventional high yield torpedoes. The interferences caused by the warhead once armed deny any useful level of tracking thus it is remotely pre-aimed before lighting the torpedo's engine.

Degeneracy weapons are relatively rare in the Sector due to high maintenance costs while sitting inactive in storage. Indeed the warheads contain a pair of micro-pellets of degenerate matter that collapse when colliding with each other at high speed, generating a femtosecond lived black hole. However maintaining the delicate balance of energy to stabilize the quantum state of the pellets is an arduous task, not event mentioning avoiding premature impacts in a spaceship that can be exposed to enemy fire.
 
To prevent deadly accidents the warhead is heavily armored and the pellets are physically separated to prevent unwanted detonations. A beneficial side effect of this heavy shielding is a relatively high resistance to interception.",Strike,,
,,,,,
,,,,,
# MAGICBOX,,,,,
,,,,,
,,,,,
diableavionics_magicbox,WEAPON,"A straightforward missile armed with a directed blast fragmentation warhead, solely intended for high-speed munition interception. A moderate store of ready-to-fire missiles allows for the nullification of multiple threats in short successions.

The initial requirement specifications asked for a hybrid interception vehicle able to destroy up to ""Harpoon"" types of ordnances but also threaten light fighters. However designing a warhead light enough to not hamper the performances of the missile but strong enough to defeat the armor of a strike-craft proved to be out of reach of the research bureau. Despite a non-negligible psychological impact on the accuracy of the pilots submitted to a hail of those lightning-fast missiles, the lack of effective damage to the spacecraft itself and the wide windows of vulnerability opened by wasting the ready-rack ammunition was deemed unacceptable. Thus the target selection AI has been set to only consider unarmored missile threats.",Point Defense,,
,,,,,
,,,,,
# MICROMISSILES,,,,,
,,,,,
,,,,,
diableavionics_micromissile,WEAPON,"Frequently used on most Diable Avionic's products, these swarming missiles are designed as much to disrupt the defenses of the enemy as they are to deal some minor damage.

These simple missiles rely on randomized target interception algorithms to confuse enemy point defenses: they assist the fleet's Wanzer wings in accomplishing their mission while being exposed to minimal return fire and they cover the approach of more dangerous ordnances. Furthermore they subtly enhance the fleet in every aspect, forcing the enemy to constantly keep their shield up at all times, limiting their maneuverability. While using a few of them might be considered a waste of resources, their strength rises sharply with numbers, and their virtually unlimited stock means they are a constant drain on the enemy for the whole battle duration.",Fire Support,,
,,,,,
diableavionics_microbuiltin,WEAPON,"Frequently used on most Diable Avionic's products, these swarming missiles are designed as much to disrupt the defenses of the enemy as they are to deal some minor damage.

These simple missiles rely on randomized target interception algorithms to confuse enemy point defenses: they assist the fleet's Wanzer wings in accomplishing their mission while being exposed to minimal return fire and they cover the approach of more dangerous ordnances. Furthermore they subtly enhance the fleet in every aspect, forcing the enemy to constantly keep their shield up at all times, limiting their maneuverability. While using a few of them might be considered a waste of resources, their strength rises sharply with numbers, and their virtually unlimited stock means they are a constant drain on the enemy for the whole battle duration.",Fire Support,,
,,,,,
diableavionics_microarray,WEAPON,"Built into the flank of the Maelstrom-class, this twenty tubes wide Micro-Missile Array supplements its main armaments with a flurry of Diable Avionic's signature ordinance, bringing havoc and confusion in the enemy's point-defense grid and chipping away armor at a steady rate.

These simple missiles rely on randomized target interception algorithms to confuse enemy point defenses: they assist the fleet's Wanzer wings in accomplishing their mission while being exposed to minimal return fire and they cover the approach of more dangerous ordnances. Furthermore they subtly enhance the fleet in every aspect, forcing the enemy to constantly keep their shield up at all times, limiting their maneuverability. While using a few of them might be considered a waste of resources, their strength rises sharply with numbers, and their virtually unlimited stock means they are a constant drain on the enemy for the whole battle duration.",Fire Support,,
,,,,,
diableavionics_microcluster,WEAPON,"Built into the flank of the Pocket-Gust-class, this six tubes wide Micro-Missile Array supplements its main armaments with a flurry of Diable Avionic's signature ordinance, bringing havoc and confusion in the enemy's point-defense grid and chipping away armor at a steady rate.

These simple missiles rely on randomized target interception algorithms to confuse enemy point defenses: they assist the fleet's Wanzer wings in accomplishing their mission while being exposed to minimal return fire and they cover the approach of more dangerous ordnances. Furthermore they subtly enhance the fleet in every aspect, forcing the enemy to constantly keep their shield up at all times, limiting their maneuverability. While using a few of them might be considered a waste of resources, their strength rises sharply with numbers, and their virtually unlimited stock means they are a constant drain on the enemy for the whole battle duration.",Fire Support,,
,,,,,
diableavionics_microcluster2,WEAPON,"Built into the back of the Daze-class, this six tubes wide Micro-Missile Array supplements its main armaments with a flurry of Diable Avionic's signature ordinance, bringing havoc and confusion in the enemy's point-defense grid and chipping away armor at a steady rate.

These simple missiles rely on randomized target interception algorithms to confuse enemy point defenses: they assist the fleet's Wanzer wings in accomplishing their mission while being exposed to minimal return fire and they cover the approach of more dangerous ordnances. Furthermore they subtly enhance the fleet in every aspect, forcing the enemy to constantly keep their shield up at all times, limiting their maneuverability. While using a few of them might be considered a waste of resources, their strength rises sharply with numbers, and their virtually unlimited stock means they are a constant drain on the enemy for the whole battle duration.",Fire Support,,
,,,,,
diableavionics_microcluster_left,WEAPON,"Built into the flank of the Storm-class, this six tubes wide Micro-Missile Array supplements its main armaments with a flurry of Diable Avionic's signature ordinance, bringing havoc and confusion in the enemy's point-defense grid and chipping away armor at a steady rate.

These simple missiles rely on randomized target interception algorithms to confuse enemy point defenses: they assist the fleet's Wanzer wings in accomplishing their mission while being exposed to minimal return fire and they cover the approach of more dangerous ordnances. Furthermore they subtly enhance the fleet in every aspect, forcing the enemy to constantly keep their shield up at all times, limiting their maneuverability. While using a few of them might be considered a waste of resources, their strength rises sharply with numbers, and their virtually unlimited stock means they are a constant drain on the enemy for the whole battle duration.",Fire Support,,
,,,,,
diableavionics_microarrayM,WEAPON,"Built into the flanks of the Pandemonium-class, this ten tubes Micro-Missile Array supplements its main armaments with a flurry of Diable Avionic's signature ordinance, bringing havoc and confusion in the enemy's point-defense grid and chipping away armor at a steady rate.

These simple missiles rely on randomized target interception algorithms to confuse enemy point defenses: they assist the fleet's Wanzer wings in accomplishing their mission while being exposed to minimal return fire and they cover the approach of more dangerous ordnances. Furthermore they subtly enhance the fleet in every aspect, forcing the enemy to constantly keep their shield up at all times, limiting their maneuverability. While using a few of them might be considered a waste of resources, their strength rises sharply with numbers, and their virtually unlimited stock means they are a constant drain on the enemy for the whole battle duration.",Fire Support,,
,,,,,
,,,,,
# THUNDERBOLT,,,,,
,,,,,
,,,,,
diableavionics_thunderboltsmall,WEAPON,"A rack of specialized short-range missiles armed with medium yield contact-fuzzed shaped charge warheads. The concentrated stream of plasma can punch clean through a ship provided its armor has been previously compromised.

The FV-24 ""Thunderbolt"" is a lightweight guided missile wielding a triple nuclear shaped-charge warhead sandwiched between layers of lightweight amorphous alloy plating. Much of the cost of development was allocated to refining the nuclear charges for maximum behind-armor effects. Given the high penetration potential, it is not uncommon to see a trail of what was once delicate pieces of machinery, armor and crew be ejected forcefully out the freshly blown hole of a target ship.",Fire Support,,
,,,,,
diableavionics_thunderboltpod,WEAPON,"A medium-sized mount of the Thunderbolt launcher. Fitted with electromagnetic launch rails and a high-speed rotary autoloader, this variant has exceptional fire support capability.

The FV-24 ""Thunderbolt"" is a lightweight guided missile wielding a triple nuclear shaped-charge warhead sandwiched between layers of lightweight amorphous alloy plating. Much of the cost of development was allocated to refining the nuclear charges for maximum behind-armor effects. Given the high penetration potential, it is not uncommon to see a trail of what was once delicate pieces of machinery, armor and crew be ejected forcefully out the freshly blown hole of a target ship.

One advantage of the enlarged mounting solution compared to the regular rack is that it is strong enough to withstand the kickback of a launch rail system. Two electromagnetic catapults give a strong initial burst of speed to the ordnances, potentially allowing them to by-pass defenses through sheer velocity when fired at close range.",Fire Support,,
,,,,,
diableavionics_strifethunderbolt,WEAPON,Back-mounted specialized short-range missiles armed with medium yield contact-fuzzed shaped charge warheads. The concentrated stream of plasma can punch clean through a ship provided its armor has been previously compromised.,Fire Support,,
,,,,,
,,,,,
# PLOVER,,,,,
,,,,,
,,,,,
diableavionics_plover,WEAPON,"Predecessors of the FV-24 ""Thunderbolt"" missiles, these high-power rockets use the same type of nuclear shaped-charge warhead mounted on top of a solid rocket motor with basic attitude stabilization.

The FV-16 ""Plover"" Heavy Rocket is a relatively simple implementation of the nuclear shaped-charge. Each individual rocket carries two nuclear warheads attached to its own tungsten plate to form hyper-velocity plasma jets, able to consistently penetrate starship grade armor.",Assault,,
,,,,,
,,,,,
# THRUSH,,,,,
,,,,,
,,,,,
diableavionics_thrush,WEAPON,A hybrid dual-rail long-range interception system. Launches a pair of fast missiles equipped with a powerful main warhead. It can also deploy four Micro-Missiles as a backup system should the main carrier fail to successfully intercept its intended target.,Fire Support,,
,,,,,
,,,,,
# SPECIAL,,,,,
# SPECIAL,,,,,
# SPECIAL,,,,,
,,,,,
,,,,,
# VERSANT,,,,,
,,,,,
,,,,,
diableavionics_versant_harvest_LEFT,WEAPON,An energized projectile accelerator with limited output per shot but a decent fire-rate and superb projectile speed. Special dampeners housed in the base of the weapon allows it to keep rounds on target even during continuous firing at extreme accelerations.,Assault,,
diableavionics_versant_harvestB_LEFT,WEAPON,An energized projectile accelerator with limited output per shot but a decent fire-rate and superb projectile speed. Special dampeners housed in the base of the weapon allows it to keep rounds on target even during continuous firing at extreme accelerations.,Assault,,
